,source,author,title,description,url,urlToImage,publishedAt,content
10,"{'id': None, 'name': 'Dezeen'}",Cajsa Carlson,Filmmaker Gary Hustwit shares Dieter Rams documentary plus previously unseen photos of the legendary designer,"Today VDF teams up with filmmaker Gary Hustwit, who is offering Dezeen readers a free screening of his feature-length documentary about Dieter Rams and sharing photos taken while filming the influential German designer ahead of a live interview at 2pm UK time…",http://www.dezeen.com/2020/05/01/gary-hustwit-dieter-rams-documentary-free/,https://static.dezeen.com/uploads/2020/05/VDF-x-Gary-Hustwit-square.jpg,2020-05-01T10:58:21Z,"Today VDF teams up with filmmaker Gary Hustwit, who is offering Dezeen readers a free screening of his feature-length documentary about Dieter Rams and sharing photos taken while filming the influent… [+2505 chars]"
11,"{'id': None, 'name': 'GameSpot'}",Mat Paget,This Incredible Steam Game Is Free To Play All Weekend,"Darkest Dungeon is a fantastic, challenging roguelike that tasks players with crawling through horrifying, calamitous dungeons to slay monsters and claim treasure. The game puts an emphasis on the psychological tolls that adventuring brings, and if you're up …",https://www.gamespot.com/articles/this-incredible-steam-game-is-free-to-play-all-wee/1100-6477798/,https://gamespot1.cbsistatic.com/uploads/screen_kubrick/1551/15511094/3676392-darkestdungeon.jpg,2020-05-27T23:35:00Z,"Darkest Dungeon is a fantastic, challenging roguelike that tasks players with crawling through horrifying, calamitous dungeons to slay monsters and claim treasure. The game puts an emphasis on the ps… [+2522 chars]"
12,"{'id': 'espn', 'name': 'ESPN'}",ESPN,"Soccer skits: The Simpsons, Monty Python and more poke fun at the beautiful game","The world loves its soccer. But the beautiful game also makes for fertile ground to poke fun, which plenty of comedy shows have done down the years.",https://www.espn.com/soccer/blog-the-toe-poke/story/4084702/soccer-skits-the-simpsons-monty-python-and-more-poke-fun-at-the-beautiful-game,https://a1.espncdn.com/combiner/i?img=%2Fphoto%2F2020%2F0415%2Fr689582_1017x572_16%2D9.jpg,2020-05-02T14:55:54Z,"The world loves its football, we know that. But let's face it, the beautiful game makes for fertile ground to poke a little fun at, too: the supporters, the lingo, the celebrations, the -- ahem -- go… [+2236 chars]"
13,"{'id': None, 'name': 'Theguardian.comcommentisfree'}",Anna Minton,Coronavirus has emptied public spaces – but it could reinvent the high street | Anna Minton,"Business models reliant on maximum footfall are at odds with social distancing, leaving space for local shops and mutual aid<ul><li>Coronavirus – latest updates</li><li>See all our coronavirus coverage</li></ul>With most local shops shuttered and online sales…",https://amp.theguardian.comcommentisfree/2020/may/08/coronavirus-reinvent-high-street,https://i.guim.co.uk/img/media/042b83bcd21e20e10cfe56b83c5d025f820ec5d2/0_133_4322_2595/master/4322.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctb3BpbmlvbnMucG5n&enable=upscale&s=01fb71e97ff4c416fa1ccdea96343e96,2020-05-08T15:38:11Z,"With most local shops shuttered and online sales booming, its easy to imagine that coronavirus will deal a mortal blow to the high street. The images of empty public spaces that have come to define t… [+5143 chars]"
14,"{'id': None, 'name': 'Slate Magazine'}",Mike Pesca,America’s Testing Circus,How Trump’s slight of hand tries to trick us yet again,https://slate.com/podcasts/the-gist/2020/05/testing-distraction-tactics,https://compote.slate.com/images/f23f78ef-9b28-4f4f-b1ce-bc77d591c368.jpeg?width=780&height=520&rect=3810x2540&offset=0x0,2020-05-12T00:03:53Z,"On the Gist, Trump tells a reporter to call China.
In the interview, The Atlantics Olga Khazan is here to talk about her new book, Weird: The Power of Being an Outsider in an Insider World. She and … [+264 chars]"
15,"{'id': None, 'name': 'Deadline'}",Dino-Ray Ramos,‘Circus Of Books’ Filmmaker Rachel Mason Signs With UTA,"EXCLUSIVE: Rachel Mason, artist and director of the Netflix Original documentary Circus of Books, has signed with UTA in all areas. Executive produced by Ryan Murphy, Circus of Books puts the titular West Hollywood gay porn book store in spotlight. Run by her…",https://deadline.com/2020/05/circus-of-books-rachel-mason-uta-1202939529/,https://pmcdeadline2.files.wordpress.com/2020/05/rachel-mason.jpg?w=1000,2020-05-20T17:01:33Z,"EXCLUSIVE:Rachel Mason, artist and director of the Netflix Original documentary Circus of Books, has signed with UTA in all areas.
Executive produced by Ryan Murphy, Circus of Books puts the titular… [+953 chars]"
16,"{'id': None, 'name': 'GameSpot'}",Mat Paget,"This Incredible, Challenging Steam Game Is Free To Play All Weekend","Darkest Dungeon is a fantastic, challenging roguelike that tasks players with crawling through horrifying, calamitous dungeons to slay monsters and claim treasure. The game puts an emphasis on the psychological tolls that adventuring brings, and if you're up …",https://www.gamespot.com/articles/this-incredible-challenging-steam-game-is-free-to-/1100-6477798/,https://gamespot1.cbsistatic.com/uploads/screen_kubrick/1551/15511094/3676392-darkestdungeon.jpg,2020-05-28T18:13:00Z,"Darkest Dungeon is a fantastic, challenging roguelike that tasks players with crawling through horrifying, calamitous dungeons to slay monsters and claim treasure. The game puts an emphasis on the ps… [+2591 chars]"
17,"{'id': 'bleacher-report', 'name': 'Bleacher Report'}",Blake Schuster,Carmelo Anthony Says He Understands Dennis Rodman Taking Vacation Mid-Season,"Carmelo Anthony  knows what it's like to be near the center of attention in the  NBA . He experienced it with the Denver Nuggets, New York Knicks and Houston Rockets.     It's a constant circus that demands all of you at all times...",https://bleacherreport.com/articles/2892531-carmelo-anthony-says-he-understands-dennis-rodman-taking-vacation-mid-season,https://img.bleacherreport.net/img/images/photos/003/869/090/hi-res-d15dd6901f9457a3fd8858d49a08aded_crop_exact.jpg?w=1200&h=1200&q=75,2020-05-20T00:52:43Z,"BETH A. KEISER/Associated Press
Carmelo Anthony knows what it's like to be near the center of attention in the NBA. He experienced it with the Denver Nuggets, New York Knicks and Houston Rockets.   … [+1660 chars]"
18,"{'id': None, 'name': 'Salon'}",Ashlie D. Stevens,"""Trial by Media"" summarizes but doesn't challenge how coverage fuels drama in landmark cases","Netflix's series delves into cases from ""The Jenny Jones"" murder to Rod Blagojevich, and the resulting media circus",https://www.salon.com/2020/05/11/trial-by-media-review-netflix-rod-blagojevich/,https://media.salon.com/2020/05/trial-by-media-0511201.jpg,2020-05-11T23:02:21Z,"Twelve years ago, Illinois governor Rod Blagojevech was arrested for his part in a scheme to sell or trade Barack Obama's Senate seat, which Obama was vacating to assume the presidency, to the highes… [+5585 chars]"
19,"{'id': None, 'name': 'Pitchfork'}",Matthew Strauss,Bad Company’s Brian Anthony Howe Dead at 66,The UK rocker sang with Ted Nugent and fronted Bad Company across several records,https://pitchfork.com/news/bad-company-brian-anthony-howe-dead-at-66/,"https://media.pitchfork.com/photos/5eb40a057408de6d52fb5a56/16:9/w_1280,c_limit/Brian-Anthony-Howe.jpg",2020-05-07T15:39:12Z,"Brian Anthony Howe, known for his time as the lead singer of the UK rock band Bad Company, has died, TMZ, Metro.co.uk, and People report. According to TMZ, Howe died yesterday (May 6) at his Florida … [+665 chars]"
20,"{'id': None, 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Magician Roy Horn dies after catching coronavirus,He and his stage partner Siegfried Fischbacher were one of the longest-running acts in Las Vegas.,https://www.bbc.com/news/world-us-canada-52596468,https://ichef.bbci.co.uk/news/1024/branded_news/C86F/production/_112211315_gettyimages-167730523-594x594-1.jpg,2020-05-09T04:59:58Z,"Image copyrightFilmMagicImage caption
 Roy Horn (right) and his partner Siegfried Fischbacher hosted one of the longest-running shows in Las Vegas
Roy Horn, a member of the long-running magic duo S… [+2078 chars]"
21,"{'id': None, 'name': 'Openculture.com'}",Colin Marshall,Download Free Doctor Who Backgrounds for Virtual Meetings (Plus Many Other BBC TV Shows),"Enthusiasm for British television is a force of nature. That goes even more so for British television fandom outside Britain. All of us have known someone, or indeed been someone, who shifted their cultural allegiances wholesale after watching a single episod…",http://www.openculture.com/2020/05/download-free-doctor-who-backgrounds-for-virtual-meetings.html,https://cdn8.openculture.com/2020/05/07210733/1976_Doctor_Who_Masque_of_Mandragora_tardis_2_hi005998101-e1588911875220.jpg,2020-05-08T08:00:08Z,"Enthusiasm for British television is a force of nature. That goes even more so for British television fandom outside Britain. All of us have known someone, or indeed been someone, who shifted their c… [+3120 chars]"
22,"{'id': None, 'name': 'Eurogamer.net'}",Matt Wales,Darkest Dungeon's free Butcher's Circus PvP DLC out now on Steam,"Back in April, developer Red Hook Studios announced it was working on a free PvP mode for its deliciously punishing Lovecraftian strategy RPG, Darkest Dungeon. And now, two months on, Butcher's Circus, as the new DLC is known, is available to download on Stea…",https://www.eurogamer.net/articles/2020-05-27-darkest-dungeons-free-butchers-circus-pvp-dlc-out-now-on-steam,https://d2skuhm0vrry40.cloudfront.net/2020/articles/2020-05-28-19-15/darkest-dungeons-free-butchers-circus-pvp-mode-out-now-on-steam-1590689742760.jpg/EG11/resize/1200x-1/darkest-dungeons-free-butchers-circus-pvp-mode-out-now-on-steam-1590689742760.jpg,2020-05-28T18:16:00Z,"Back in April, developer Red Hook Studios announced it was working on a free PvP mode for its deliciously punishing Lovecraftian strategy RPG, Darkest Dungeon. And now, two months on, Butcher's Circu… [+1348 chars]"
23,"{'id': None, 'name': 'The A.V. Club'}","Cameron Scheetz on TV Club, shared by Cameron Scheetz to The A.V. Club",James Graham and Sian Clifford on the geeky appeal of Who Wants To Be A Millionaire,"Quiz—a three-part miniseries from AMC and ITV—is a television-lover’s dream. Not only does it star beloved supporting players Sian Clifford (Fleabag’s Claire) and Matthew Macfadyen (Succession’s Tom Wambsgans), but it’s about the rapid ascension of Who Wants …",https://tv.avclub.com/james-graham-and-sian-clifford-on-the-geeky-appeal-of-w-1843708307,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/xqgzxtgp4oxftopcghvw.jpg",2020-05-28T19:30:00Z,Quiza three-part miniseries from AMC and ITVis a television-lovers dream. Not only does it star beloved supporting players Sian Clifford (Fleabags Claire) and Matthew Macfadyen (Successions Tom Wambs… [+677 chars]
24,"{'id': 'mashable', 'name': 'Mashable'}",Chloe Bryan,Beautify your space with these indoor plants you can buy online,"So you want to order a plant. You're in luck: It's a golden era for online plant shopping, whether you're seeking your first succulent or finally want to try your hand at a fiddle-leaf fig. 
Online plant shops, which include dedicated sections at Home Depot a…",https://mashable.com/roundup/best-indoor-plants-to-buy-online/,https://mondrian.mashable.com/2020%252F05%252F26%252F8e%252Fda54694f573c4c78bea9ca8720fcb3ab.889fa.png%252F1200x630.png?signature=RLisrltJG-PylMOmw84m9JNzIo8=,2020-05-28T09:00:00Z,"So you want to order a plant. You're in luck: It's a golden era for online plant shopping, whether you're seeking your first succulent or finally want to try your hand at a fiddle-leaf fig. 
Online … [+10664 chars]"
25,"{'id': None, 'name': 'Entrepreneur'}",Deep Patel,10 Movies All Entrepreneurs Should Watch on Hulu,The surprising lessons you can learn from 10 of Hulu's best movies.,https://www.entrepreneur.com/article/349944,https://assets.entrepreneur.com/content/3x2/2000/20200429192058-MV5BYTdmMzk5ZjMtODU3OC00OTliLTg1MmUtYjQ3ZGY1MDEyNTkyXkEyXkFqcGdeQXVyNDE5MTU2MDE-V1-.jpeg,2020-05-01T19:00:00Z,"Opinions expressed by Entrepreneur contributors are their own.
As an entrepreneur, you’re constantly in need of inspiration and motivation to keep building your dream. We all know that books are a g… [+6939 chars]"
26,"{'id': None, 'name': 'Yahoo Entertainment'}",Tracy Connor,Reckless Mount Hood Climbers Put Rescue Crews at Risk During Pandemic,"Apparently a global pandemic isn’t enough danger for some people. Rescue crews had to save three people on Mount Hood this weekend, endangering their own health in the process.Portland Mountain Rescue said the first mission began late Friday night after a cli…",https://news.yahoo.com/reckless-mount-hood-climbers-put-020218280.html,https://s.yimg.com/ny/api/res/1.2/QcynjAkvdvWdraScBsQMLA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD03MTkuODYzMjQ3ODYzMjQ3OA--/https://s.yimg.com/uu/api/res/1.2/JNIlvq8UGspJI9svMVQFPw--~B/aD02NTg7dz0xMTcwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-US/thedailybeast.com/d286bb0a101085c3d3f41024d7011f15,2020-05-25T02:02:18Z,"Clackamas County Sheriff
Apparently a global pandemic isnt enough danger for some people. Rescue crews had to save three people on Mount Hood this weekend, endangering their own health in the proces… [+1770 chars]"
27,"{'id': None, 'name': 'Variety'}",Jem Aswad,"Diplo, Zhu, A-Trak to Headline Minecraft Music Festival Electric Blockaloo","Diplo, Zhu, A-Trak and many others will perform at Electric Blockaloo, a virtual festival taking place on Minecraft June 25-28. Produced by Rave Family, stage hosts include Diplo’s Higher Ground, A-Trak’s Fool’s Gold, Claude VonStroke’s DirtyBird Records, Zhu…",https://variety.com/2020/digital/news/minecraft-music-festival-diplo-zhu-electric-blockaloo-1234613280/,https://pmcvariety.files.wordpress.com/2020/05/unnamed-17-e1590078295891.jpg?w=1024,2020-05-21T16:28:28Z,"Diplo, Zhu, A-Trak and many others will perform at Electric Blockaloo, a virtual festival taking place on Minecraft June 25-28. Produced by Rave Family, stage hosts include Diplo’s Higher Ground, A-T… [+3543 chars]"
28,"{'id': None, 'name': 'Süddeutsche Zeitung'}","Von Michaela Pelz, Ebersberg",Online-Kultur in Ebersberg: Im Elfachteltakt von Gaudi bis Gänsehaut,"Mittelfränkische Naturgewalt mit Bohrmaschine und Bonophon: Das Alte Kino präsentiert die ""Gankino Circus""-Streaming-Show aus Dietenhofen",https://www.sueddeutsche.de/muenchen/ebersberg/online-kultur-in-ebersberg-im-elfachteltakt-von-gaudi-bis-gaensehaut-1.4916673,https://www.sueddeutsche.de/image/sz.1.4916967/1200x675?v=1590342089,2020-05-24T20:03:42Z,"Mittelfränkische Naturgewalt mit Bohrmaschine und Bonophon: Das Alte Kino präsentiert die ""Gankino Circus""-Streaming-Show aus DietenhofenEigentlich kommen sie von der Straße. Auf der musikalischen Wa… [+5001 chars]"
29,"{'id': None, 'name': 'Getnews.jp'}",ストレートプレス,「TOKYO MYSTERY CIRCUS」の人気公演がお家で楽しめる謎解きキットが登場！,「TOKYO MYSTERY CIRCUS」の人気公演がお家で楽しめる謎解きキットが登場！,https://getnews.jp/archives/2542789,https://straightpress.jp/wp-content/uploads/2020/05/main-154.jpg,2020-05-16T09:30:00Z,"TOKYO MYSTERY CIRCUS() Ver.515()
Ver.1500()2018122019121MYSTERY MAIL BOX1
1
LINE
tandBar7775000()
1000
Ver.SCRAP GOODS SHOP5"
30,"{'id': None, 'name': 'Hipertextual'}",César Noragueda,Los curiosos gags del sofá de 'Los Simpson' que han hecho cineastas invitados,"Los Simpson, la serie televisiva de animación más popular y veterana de todas con más de 600 episodios estrenados, vio la luz en diciembre de 1989, es decir, casi 31 años atrás. Se trata de una creación de James L. Brooks (Mejor… imposible), Matt Groening (Fu…",https://hipertextual.com/2020/05/simpson-gags-sofa-simpson-directores-invitados,https://img-cdn.hipertextual.com/files/2020/04/hipertextual-curiosos-gags-sofa-simpson-que-han-hecho-cineastas-invitados-2020773027.jpg?strip=all&lossy=1&quality=70&ssl=1,2020-05-01T00:06:58Z,"Los Simpson, la serie televisiva de animación más popular y veterana de todas con más de 600 episodios estrenados, vio la luz en diciembre de 1989, es decir, casi 31 años atrás. Se trata de una creac… [+6529 chars]"
31,"{'id': None, 'name': 'Packagingoftheworld.com'}",noreply@blogger.com (Derrick Lin),Milky Circus,Manufacturer: Cerveja NortadaMKT Director: Diogo Guerner Brand Manager: Sofia Lourenço Illustrator: Bruno Pacheco Photographer: Miguel Barbosa Location: PortugalProject Type: ProducedProduct Launch Location: GlobalPackaging Contents: Craft BeerPackaging Subst…,https://www.packagingoftheworld.com/2020/05/milky-circus.html,https://2.bp.blogspot.com/-0zxtaRyg684/XsH9kkN4hdI/AAAAAAAGznY/iDdGZkmVAWEXDKn0bXV2Kddn8VJPhHO3wCLcBGAsYHQ/w1200-h630-p-k-no-nu/Milky%2BCircus%2B%25281%2529.jpg,2020-05-18T05:43:00Z,"Cerveja Nortada is a craft beer brand that’s always looking for new challenges!In 2020, we decided to launch the campaign ""12 months, 12 beers"", the biggest brewing challenge that we have ever faced.… [+371 chars]"
32,"{'id': 'espn', 'name': 'ESPN'}",,Harvick wins NASCAR's return race at Darlington,Kevin Harvick led 159 of the 293 laps at Darlington Raceway for his 50th career victory on Sunday.,https://www.espn.com/racing/story/_/id/29187697/kevin-harvick-wins-50th-career-race-nascar-returns-darlington,https://a4.espncdn.com/combiner/i?img=%2Fphoto%2F2020%2F0517%2Fr699745_1296x729_16%2D9.jpg,2020-05-18T00:05:43Z,"DARLINGTON, S.C. -- This was a 400-mile drive unlike any other in modern day NASCAR.
The grandstands were completely empty. There wasn't a single tailgate inside the track. Everyone wore face coveri… [+4112 chars]"
33,"{'id': None, 'name': 'The A.V. Club'}","Sam Barsanti on News, shared by Sam Barsanti to The A.V. Club","R.I.P. Brian Howe, singer from Bad Company","As reported by USA Today, Bad Company singer Brian Howe (who replaced Paul Rodgers in the ‘80s and also sang and played guitar on Ted Nugent’s Penetrator) has died. Howe reportedly went into cardiac arrest on Tuesday morning at his home in Florida, and EMTs w…",https://news.avclub.com/r-i-p-brian-howe-singer-from-bad-company-1843322812,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/tkrykzrtex2refoau3pq.jpg",2020-05-07T20:06:00Z,"As reported by USA Today, Bad Company singer Brian Howe (who replaced Paul Rodgers in the 80s and also sang and played guitar on Ted Nugents Penetrator) has died. Howe reportedly went into cardiac ar… [+1609 chars]"
34,"{'id': 'time', 'name': 'Time'}",Andrew R. Chow,‘Craziness on a Daily Basis’: Michael Jordan’s White Sox Teammates Remember His 1994 Season,"Michael Jordan's White Sox teammates remember his relentless work ethic, late night meals, and penchant for gambling on just about anything",https://time.com/5833121/michael-jordan-baseball-the-last-dance/,https://api.time.com/wp-content/uploads/2020/05/GettyImages-140027469.jpg?quality=85&w=1200&h=628&crop=1,2020-05-11T01:00:53Z,"In late 1993, Chicago White Sox outfielder Michael Huff got a strange call from the team’s owner, Jerry Reinsdorf. “He said, ‘We want you to teach someone how to catch and throw a baseball,’” Huff re… [+13442 chars]"
35,"{'id': None, 'name': 'Yahoo Entertainment'}",Paul Thornton,"Opinion: Joe who? Biden's the likely nominee, but readers are oddly quiet about him","It may be that the pandemic is capturing everyone's attention, but it's unusual for a likely nominee to draw so little reaction by our letter writers...",https://news.yahoo.com/opinion-joe-bidens-likely-nominee-100047554.html,https://s.yimg.com/ny/api/res/1.2/8YLz6nlGTHcHnCr6zF5aKw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuMzMzMzMzMzMzMzMzNA--/https://s.yimg.com/uu/api/res/1.2/ci2hxeu5VKsuraMfii_Tmw--~B/aD01NjA7dz04NDA7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/los_angeles_times_opinion_902/492d035fe7b392a97b6795c3b32d1407,2020-05-16T10:00:47Z,"Former Vice President Joe Biden speaks to reporters at the National Constitution Center in Philadelphia on March 10. (Associated Press)
President Trump isn't very popular among our letter writers, b… [+2915 chars]"
36,"{'id': None, 'name': 'Cracked.com'}",IsaaxC,Incel-Motivated Murder Is Now Officially Terrorism,"By Isaac Cabe Published: May 20th, 2020",https://www.cracked.com/article_27781_incel-motivated-murder-now-officially-terrorism.html,https://s3.crackedcdn.com/phpimages/article/9/3/0/736930_v4.jpg?v=4,2020-05-20T07:00:00Z,"Back in February, a 17-year-old incel in Toronto fatally stabbed 24-year-old Ashley Arzaga with a machete. As you might expect, this prompted a first-degree murder charge.
Then, we got this:
While … [+1727 chars]"
